prompt,categories,topic_domain,intent_type,confidence,token_count,best_model,true_category
How do I develop leadership skills? (variation 523),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
Explain photosynthesis in simple terms (variation 320),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,Llama 4 Maverick,general
What are some tips for better sleep? (variation 922),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
How do I start a small business? (variation 383),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,GPT-OSS,general
What are some effective study techniques? (variation 869),"['reasoning', 'general']",casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
Help me plan a budget-friendly vacation (variation 996),['general'],casual,instruction,"{'category': 0.3, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.3333333333333333}",9,GPT-OSS,general
How do I choose the right career path? (variation 623),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,MoonshotAI Kimi,general
What are the signs of a healthy relationship? (variation 349),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,MoonshotAI Kimi,general
Explain photosynthesis in simple terms (variation 752),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,GPT-OSS,general
What are the signs of a healthy relationship? (variation 10),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,GPT-OSS,general
What are some effective study techniques? (variation 4),"['reasoning', 'general']",casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are some good book recommendations? (variation 255),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
How do I maintain work-life balance? (variation 397),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,GPT-OSS,general
What are some tips for better sleep? (variation 929),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
How do I build confidence and self-esteem? (variation 502),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,Llama 4 Maverick,general
What should I wear to a job interview? (variation 742),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5625}",10,GPT-OSS,general
What are the basics of personal finance? (variation 484),['general'],casual,question,"{'category': 0.25, 'domain': 0.375, 'intent': 1.0, 'overall': 0.5625}",9,MoonshotAI Kimi,general
What's the best way to learn a new language? (variation 159),['general'],casual,question,"{'category': 0.55, 'domain': 0.125, 'intent': 1.0, 'overall': 0.6041666666666666}",12,Llama 4 Maverick,general
What are the benefits of regular exercise? (variation 248),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,MoonshotAI Kimi,general
How do I improve my productivity at work? (variation 396),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,MoonshotAI Kimi,general
How do I start a small business? (variation 619),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,GPT-OSS,general
Explain photosynthesis in simple terms (variation 294),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,GPT-OSS,general
What's the best way to learn a new language? (variation 921),['general'],casual,question,"{'category': 0.55, 'domain': 0.125, 'intent': 1.0, 'overall': 0.6041666666666666}",12,MoonshotAI Kimi,general
How do I manage stress effectively? (variation 952),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,MoonshotAI Kimi,general
What are the benefits of regular exercise? (variation 443),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
What are some sustainable living practices? (variation 658),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
What are the signs of a healthy relationship? (variation 834),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,Llama 4 Maverick,general
What are some healthy breakfast recipes? (variation 219),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,MoonshotAI Kimi,general
What are the signs of a healthy relationship? (variation 582),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,GPT-OSS,general
What are some tips for better sleep? (variation 654),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,Llama 4 Maverick,general
How do I build confidence and self-esteem? (variation 623),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
What's the best way to learn a new language? (variation 555),['general'],casual,question,"{'category': 0.55, 'domain': 0.125, 'intent': 1.0, 'overall': 0.6041666666666666}",12,Llama 4 Maverick,general
Explain photosynthesis in simple terms (variation 901),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,GPT-OSS,general
What should I wear to a job interview? (variation 898),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5625}",10,GLM4.5,general
How do I manage stress effectively? (variation 644),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
How do I improve my public speaking skills? (variation 504),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
What are the signs of a healthy relationship? (variation 171),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,GPT-OSS,general
What's the best way to learn a new language? (variation 57),['general'],casual,question,"{'category': 0.55, 'domain': 0.125, 'intent': 1.0, 'overall': 0.6041666666666666}",12,GPT-OSS,general
What are the signs of a healthy relationship? (variation 51),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,MoonshotAI Kimi,general
What are the benefits of regular exercise? (variation 895),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,MoonshotAI Kimi,general
How do I improve my public speaking skills? (variation 956),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
What are the benefits of regular exercise? (variation 762),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
How do I start a small business? (variation 723),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,GPT-OSS,general
How do I develop leadership skills? (variation 434),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are some effective study techniques? (variation 565),"['reasoning', 'general']",casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are the signs of a healthy relationship? (variation 551),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,MoonshotAI Kimi,general
How do I build confidence and self-esteem? (variation 104),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,MoonshotAI Kimi,general
What are the benefits of regular exercise? (variation 975),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
How do I manage stress effectively? (variation 947),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are some tips for better sleep? (variation 749),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
How do I choose the right career path? (variation 115),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
How do I start a small business? (variation 833),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,GPT-OSS,general
How do I start a small business? (variation 519),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,MoonshotAI Kimi,general
What are some healthy breakfast recipes? (variation 493),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,MoonshotAI Kimi,general
How do I start a small business? (variation 213),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,MoonshotAI Kimi,general
Explain photosynthesis in simple terms (variation 863),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,Llama 4 Maverick,general
How do I start a small business? (variation 249),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,GLM4.5,general
How do I choose the right career path? (variation 516),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
What are the signs of a healthy relationship? (variation 723),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,GPT-OSS,general
What are some healthy breakfast recipes? (variation 924),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,MoonshotAI Kimi,general
What are some good book recommendations? (variation 433),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
How do I choose the right career path? (variation 917),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
What should I wear to a job interview? (variation 460),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5625}",10,GPT-OSS,general
What are some sustainable living practices? (variation 881),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
How do I start a small business? (variation 541),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,MoonshotAI Kimi,general
How do I maintain work-life balance? (variation 3),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",9,MoonshotAI Kimi,general
What should I wear to a job interview? (variation 646),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5625}",10,GPT-OSS,general
Explain photosynthesis in simple terms (variation 312),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,Llama 4 Maverick,general
How do I choose the right career path? (variation 269),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,MoonshotAI Kimi,general
What are the signs of a healthy relationship? (variation 826),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,MoonshotAI Kimi,general
Explain photosynthesis in simple terms (variation 722),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,MoonshotAI Kimi,general
How do I manage stress effectively? (variation 57),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
How do I choose the right career path? (variation 368),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
Explain photosynthesis in simple terms (variation 852),"['reasoning', 'general']",casual,reasoning_task,"{'category': 0.4, 'domain': 0.125, 'intent': 0.6666666666666666, 'overall': 0.375}",7,Llama 4 Maverick,general
What are the signs of a healthy relationship? (variation 112),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",10,MoonshotAI Kimi,general
How do I improve my productivity at work? (variation 703),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,GPT-OSS,general
What are some sustainable living practices? (variation 13),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",8,GPT-OSS,general
How do I improve my public speaking skills? (variation 160),['reasoning'],casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",10,MoonshotAI Kimi,general
What are some effective study techniques? (variation 180),"['reasoning', 'general']",casual,question,"{'category': 0.3, 'domain': 0.125, 'intent': 1.0, 'overall': 0.5}",8,GPT-OSS,general
What are the benefits of regular exercise? (variation 168),['general'],casual,question,"{'category': 0.25, 'domain': 0.125, 'intent': 1.0, 'overall': 0.4791666666666667}",9,GPT-OSS,general
